,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient
2014-01-07,16.000000,17.000000,15.000000,15.000000,15.000000,59800,0.000000,1.000000
2014-01-08,17.500000,18.000000,16.000000,17.000000,17.000000,51100,0.000000,1.000000
2014-01-09,17.500000,17.750000,17.100000,17.500000,17.500000,159900,0.000000,1.000000
2014-01-10,17.500000,20.000000,17.500000,18.000000,18.000000,157100,0.000000,1.000000
2014-01-13,18.400000,18.500000,18.200000,18.200000,18.200000,5000,0.000000,1.000000
2014-01-14,19.250000,19.250000,18.000000,18.100000,18.100000,14800,0.000000,1.000000
2014-01-15,18.800000,19.000000,18.000000,18.200000,18.200000,105400,0.000000,1.000000
2014-01-16,18.210000,18.650000,18.210000,18.310000,18.310000,8700,0.000000,1.000000
2014-01-17,18.350000,19.000000,18.350000,19.000000,19.000000,5000,0.000000,1.000000
2014-01-21,19.500000,20.000000,19.160000,20.000000,20.000000,7500,0.000000,1.000000
2014-01-22,20.000000,20.000000,20.000000,20.000000,20.000000,7500,0.000000,1.000000
2014-01-23,20.000000,20.000000,20.000000,20.000000,20.000000,2500,0.000000,1.000000
2014-01-24,19.800000,19.800000,19.800000,19.800000,19.800000,2000,0.000000,1.000000
2014-01-27,20.000000,20.000000,19.000000,19.000000,19.000000,7900,0.000000,1.000000
2014-01-28,18.750000,19.500000,18.750000,19.000000,19.000000,81200,0.000000,1.000000
2014-01-29,19.000000,20.000000,19.000000,19.000000,19.000000,7800,0.000000,1.000000
2014-01-30,18.900000,19.000000,18.900000,19.000000,19.000000,1900,0.000000,1.000000
2014-01-31,18.500000,19.930000,18.000000,19.400000,19.400000,679600,0.000000,1.000000
2014-02-03,19.500000,20.000000,18.800000,20.000000,20.000000,126900,0.000000,1.000000
2014-02-04,19.500000,19.500000,18.700000,19.000000,19.000000,162600,0.000000,1.000000
2014-02-05,19.750000,19.750000,17.999900,18.460000,18.460000,57900,0.000000,1.000000
2014-02-06,18.810000,18.980000,16.750000,16.890000,16.890000,219500,0.000000,1.000000
2014-02-07,17.830000,17.830000,15.800000,16.795000,16.795000,60000,0.000000,1.000000
2014-02-10,16.925000,17.450000,16.600000,16.980000,16.980000,79800,0.000000,1.000000
2014-02-11,16.600000,17.000000,16.512000,16.770000,16.770000,110200,0.000000,1.000000
2014-02-12,16.940000,17.015000,16.650000,16.990000,16.990000,48400,0.000000,1.000000
2014-02-13,16.870000,17.000000,16.790000,16.990000,16.990000,41300,0.000000,1.000000
2014-02-14,16.860000,17.000000,16.510000,16.800000,16.800000,40300,0.000000,1.000000
