,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient
2018-04-27,18.400000,19.700000,18.060000,19.500000,19.500000,9194669,0.000000,1.000000
2018-04-30,19.510000,19.510000,18.800000,19.300000,19.300000,640477,0.000000,1.000000
2018-05-01,19.050000,20.000000,19.000000,19.850000,19.850000,656308,0.000000,1.000000
2018-05-02,19.950000,19.960000,19.400000,19.510000,19.510000,313636,0.000000,1.000000
2018-05-03,19.550000,19.650000,19.060000,19.440000,19.440000,401617,0.000000,1.000000
2018-05-04,19.470000,19.470000,18.860000,18.880000,18.880000,362712,0.000000,1.000000
2018-05-07,18.890000,19.840000,18.800000,19.600000,19.600000,187659,0.000000,1.000000
2018-05-08,19.790000,20.980000,19.250000,20.730000,20.730000,209588,0.000000,1.000000
2018-05-09,20.760000,21.699000,20.760000,21.350000,21.350000,434395,0.000000,1.000000
2018-05-10,21.630000,21.675500,20.220000,20.750000,20.750000,276750,0.000000,1.000000
2018-05-11,20.910000,20.910000,20.240100,20.510000,20.510000,83362,0.000000,1.000000
2018-05-14,20.790000,20.890000,20.300000,20.740000,20.740000,73577,0.000000,1.000000
2018-05-15,20.740000,20.810000,20.430000,20.600000,20.600000,66022,0.000000,1.000000
2018-05-16,20.660000,20.730000,19.900000,20.000000,20.000000,108562,0.000000,1.000000
2018-05-17,20.010000,20.279900,19.120000,19.460000,19.460000,82034,0.000000,1.000000
2018-05-18,19.430000,19.960000,19.220000,19.890000,19.890000,170919,0.000000,1.000000
2018-05-21,20.270000,20.270000,19.470000,20.030000,20.030000,110219,0.000000,1.000000
2018-05-22,20.280000,20.760000,20.240000,20.250000,20.250000,328907,0.000000,1.000000
2018-05-23,20.450000,20.450000,20.160000,20.260000,20.260000,159876,0.000000,1.000000
2018-05-24,20.300000,22.630000,20.260000,22.230000,22.230000,496326,0.000000,1.000000
2018-05-25,22.350000,23.658900,22.330000,22.530000,22.530000,266808,0.000000,1.000000
2018-05-29,22.660000,23.369600,22.600000,22.780000,22.780000,344266,0.000000,1.000000
2018-05-30,23.100000,23.790000,22.560000,22.870000,22.870000,358375,0.000000,1.000000
2018-05-31,23.070000,25.374300,23.070000,24.920000,24.920000,457215,0.000000,1.000000
2018-06-01,25.090000,26.930000,25.040000,26.270000,26.270000,436776,0.000000,1.000000
2018-06-04,26.880000,28.662300,26.413900,26.540000,26.540000,919802,0.000000,1.000000
2018-06-05,30.150000,32.790000,27.950000,28.950000,28.950000,2857765,0.000000,1.000000
2018-06-06,29.160000,29.400000,28.110000,28.750000,28.750000,547649,0.000000,1.000000
2018-06-07,28.880000,29.157500,28.340000,28.450000,28.450000,447545,0.000000,1.000000
2018-06-08,28.330000,28.689900,27.540000,27.650000,27.650000,508236,0.000000,1.000000
2018-06-11,27.800000,27.985800,26.580000,27.110000,27.110000,434267,0.000000,1.000000
2018-06-12,27.150000,28.260000,26.270000,26.480000,26.480000,392002,0.000000,1.000000
2018-06-13,26.640000,27.500000,26.600000,27.110000,27.110000,356950,0.000000,1.000000
2018-06-14,27.610000,29.410000,27.610000,28.430000,28.430000,663666,0.000000,1.000000
2018-06-15,28.310000,30.140000,27.625000,30.130000,30.130000,1181454,0.000000,1.000000
2018-06-18,30.110000,32.490000,29.650000,32.210000,32.210000,713404,0.000000,1.000000
2018-06-19,31.800000,31.800000,27.060000,28.910000,28.910000,870860,0.000000,1.000000
2018-06-20,29.120000,29.391600,26.510000,27.070000,27.070000,578113,0.000000,1.000000
2018-06-21,27.200000,28.030000,25.800000,26.520000,26.520000,434873,0.000000,1.000000
2018-06-22,26.570000,26.938500,24.000000,24.310000,24.310000,609598,0.000000,1.000000
2018-06-25,23.900000,26.930000,23.130000,26.920000,26.920000,660780,0.000000,1.000000
2018-06-26,27.130000,28.180000,26.440000,26.720000,26.720000,357048,0.000000,1.000000
2018-06-27,26.580000,27.165000,24.960000,25.040000,25.040000,315865,0.000000,1.000000
2018-06-28,24.980000,25.000000,23.705000,24.410000,24.410000,349591,0.000000,1.000000
2018-06-29,24.600000,26.978000,24.440000,25.970000,25.970000,387711,0.000000,1.000000
2018-07-02,25.660000,25.940000,24.020000,24.360000,24.360000,380135,0.000000,1.000000
2018-07-03,24.550000,25.690000,24.050000,25.300000,25.300000,253547,0.000000,1.000000
2018-07-05,25.480000,25.670000,24.300000,24.610000,24.610000,304432,0.000000,1.000000
2018-07-06,24.530000,24.630000,23.700000,24.040000,24.040000,418141,0.000000,1.000000
